1000 9998
916 87 2
213 921 2
269 447 2
29 363 1
292 417 1
311 582 2
420 271 2
224 181 1
158 622 2
638 138 2
619 214 2
96 668 1
606 230 1
89 646 2
530 853 1
648 412 1
181 754 1
175 418 3
612 636 3
159 286 2
61 710 1
95 316 1
154 418 1
812 567 2
327 355 1
883 133 2
97 855 2
362 460 1
201 329 1
174 491 2
776 923 2
987 579 1
865 689 2
370 551 2
948 640 3
490 198 1
88 789 1
652 376 1
88 406 2
47 313 1
647 877 2
154 388 2
760 719 2
78 774 2
8 555 2
599 62 1
543 186 1
14 616 1
787 219 1
510 696 2
893 90 2
585 383 3
587 813 1
922 918 2
655 760 1
459 41 1
676 960 2
17 108 2
950 923 1
250 529 1
689 924 1
435 225 3
878 386 2
749 365 2
519 852 1
509 792 1
996 903 2
741 543 3
446 461 2
31 453 2
992 372 1
563 605 1
674 75 3
642 974 2
851 517 2
352 667 3
351 24 3
769 203 2
568 939 2
790 534 2
155 170 2
976 608 2
425 792 2
657 571 1
1 482 1
188 618 1
938 40 2
147 222 2
247 124 2
583 552 1
399 133 1
664 62 2
422 250 3
849 244 2
460 905 1
882 613 2
355 268 1
618 441 1
802 335 2
319 823 1
670 353 2
724 968 2
433 506 2
701 532 2
86 8 1
762 121 2
9 688 2
591 766 2
867 347 1
617 986 3
836 367 1
678 92 1
769 113 1
82 862 3
610 293 2
846 484 1
895 765 2
433 704 3
763 90 1
244 714 1
780 361 2
293 825 1
169 163 1
452 412 1
378 470 2
913 108 1
13 294 2
106 236 1
766 661 3
976 138 2
313 674 2
761 163 2
51 234 2
291 399 1
87 881 1
641 135 1
262 573 1
643 399 1
199 136 1
562 612 1
708 428 2
971 662 1
53 606 1
524 817 1
459 688 1
274 882 1
470 998 1
133 436 2
314 101 2
320 182 2
158 325 1
541 56 2
734 110 2
878 33 1
400 215 2
639 780 2
702 17 1
313 253 1
93 484 3
757 330 2
172 500 1
807 144 2
37 372 1
850 625 1
339 479 1
564 552 2
71 11 1
651 429 2
235 412 1
983 310 2
364 965 2
83 603 2
341 485 2
779 381 3
407 143 1
670 624 2
253 336 2
828 171 2
823 904 2
782 774 1
439 383 3
662 224 1
691 993 2
235 477 2
638 262 1
468 462 1
645 922 2
136 383 2
833 726 1
64 589 1
661 419 3
129 890 1
548 471 2
301 758 2
112 868 1
330 937 2
966 927 2
28 675 3
882 950 2
668 95 1
652 640 1
324 106 1
778 281 2
558 835 2
190 741 2
414 578 2
431 587 2
785 381 2
999 927 1
449 22 1
179 686 2
240 261 3
648 385 2
998 166 2
781 127 1
35 565 2
780 318 2
897 255 3
382 655 1
238 928 2
639 467 2
304 703 3
300 95 1
876 105 1
5 610 1
325 928 1
692 509 2
87 395 2
462 124 1
926 565 2
97 636 1
901 582 1
230 156 1
911 665 3
677 53 2
534 577 2
147 964 3
808 460 3
145 133 2
329 998 1
602 13 1
202 980 1
131 923 1
645 864 2
338 781 1
220 28 1
935 65 1
531 249 2
573 730 1
879 683 1
136 109 2
986 890 2
76 625 3
241 682 2
307 24 1
378 600 1
893 579 2
516 442 1
306 644 1
411 306 1
328 51 1
64 168 1
502 14 2
519 195 2
703 718 2
151 160 3
630 232 1
49 96 1
387 850 1
138 630 2
172 314 2
135 957 1
92 824 2
166 484 1
906 785 2
767 908 2
329 49 1
631 179 2
804 563 2
921 909 1
152 589 2
591 820 1
238 56 1
617 588 2
742 775 1
696 550 2
852 994 3
153 464 2
947 804 1
768 645 1
378 422 3
140 689 1
505 638 1
209 159 1
670 56 2
850 219 2
479 371 1
680 882 1
269 339 2
397 598 2
163 789 1
20 196 1
108 575 2
850 224 1
755 243 2
600 173 3
100 980 1
933 610 1
347 313 1
18 953 1
900 527 2
892 864 2
854 296 1
829 380 1
971 790 2
960 279 1
785 303 2
990 858 2
707 185 1
133 317 2
498 363 2
818 858 1
772 762 2
752 332 1
161 234 2
371 700 1
702 817 2
383 7 2
624 206 1
774 517 1
658 326 1
979 847 2
493 903 2
500 461 1
390 606 1
682 419 1
93 930 1
346 936 2
466 933 2
68 955 1
814 942 1
719 920 3
259 186 1
522 377 1
942 693 1
150 511 1
863 582 1
276 217 3
855 391 1
159 335 2
779 524 2
896 317 3
5 954 1
99 325 1
486 762 1
524 731 2
894 809 2
800 253 1
244 404 1
558 680 1
589 84 2
301 610 1
320 234 3
91 128 2
616 370 2
803 830 1
492 628 1
11 73 1
902 38 2
349 944 1
161 343 1
755 588 1
395 538 1
584 624 1
49 521 1
22 131 2
258 635 3
825 833 2
992 847 1
685 871 1
452 119 1
80 503 1
870 679 1
339 851 2
194 313 1
784 457 3
496 784 2
646 678 1
522 443 2
548 23 1
954 88 1
190 921 1
500 931 1
890 508 2
13 725 2
551 278 1
739 582 1
687 754 2
86 866 3
916 638 2
980 459 2
405 972 2
880 128 1
989 791 3
747 677 1
170 224 2
448 67 2
531 54 1
281 259 2
783 788 2
770 952 2
70 541 3
852 6 3
439 251 3
556 661 1
145 529 1
910 913 1
992 936 2
322 128 2
713 49 1
226 165 2
75 638 1
857 321 1
762 533 2
764 866 1
321 721 2
1000 973 1
56 98 2
541 926 2
72 45 1
137 296 1
484 284 2
912 995 1
81 77 1
670 421 1
612 540 2
338 316 1
66 275 1
707 547 2
884 650 1
726 111 2
53 855 2
490 637 2
435 199 3
415 934 2
119 756 1
69 567 1
773 256 3
863 102 3
403 368 2
364 533 2
746 576 1
750 757 2
742 318 2
446 599 1
857 55 3
606 185 3
63 65 1
94 508 2
760 180 2
406 598 2
263 301 2
443 272 3
53 573 2
652 549 2
874 559 1
425 397 1
198 354 2
331 286 1
863 909 1
231 45 1
672 536 2
790 389 1
81 127 1
267 825 1
738 378 2
617 808 2
204 275 2
370 908 1
17 450 2
922 428 3
223 126 2
2 679 1
856 631 2
900 661 2
441 874 1
339 495 1
179 144 3
10 889 1
192 746 1
669 192 1
248 574 1
902 888 1
14 933 2
105 125 1
601 973 2
519 958 1
188 288 2
69 854 1
198 58 2
301 319 1
862 796 2
287 693 1
36 567 2
789 792 1
150 917 2
338 146 2
334 956 2
820 678 2
911 757 1
402 24 1
926 339 2
726 227 2
513 274 2
880 981 1
787 496 2
489 104 1
132 241 2
721 774 2
661 190 1
76 858 2
904 35 1
778 474 2
286 133 2
749 111 1
355 135 1
62 253 1
658 720 1
511 235 1
995 809 1
879 395 2
577 934 1
102 222 1
616 37 3
581 434 1
186 73 1
496 30 2
46 320 1
818 631 1
762 570 1
870 634 1
976 320 2
74 346 2
423 146 2
531 204 2
969 160 1
346 721 2
195 521 1
600 180 2
383 938 1
62 448 2
80 72 3
314 445 2
43 159 2
194 968 1
353 349 1
917 87 2
179 224 2
27 176 1
579 473 2
167 608 2
962 218 2
646 991 1
132 497 1
833 673 1
782 101 2
86 403 1
929 22 2
376 608 2
417 953 2
686 143 2
596 431 2
959 666 2
81 845 1
661 658 1
439 589 1
983 994 1
729 553 2
868 808 2
957 658 2
798 460 1
321 629 2
975 824 2
95 629 1
385 74 2
701 892 1
380 615 1
272 169 2
850 533 1
604 169 1
914 657 2
542 756 2
936 509 2
393 79 3
111 367 1
156 303 1
855 559 2
951 112 3
143 640 1
432 893 2
69 36 1
162 750 3
320 567 2
702 681 1
817 965 2
975 865 1
80 234 3
270 772 2
100 424 1
829 711 1
577 500 2
292 70 2
670 767 1
965 644 2
912 670 2
866 83 1
772 898 1
361 465 2
145 713 3
330 108 2
798 356 2
243 10 2
794 763 1
916 557 2
627 856 2
668 801 1
456 103 2
531 46 1
750 896 2
338 278 2
328 597 2
370 838 2
438 13 2
578 882 1
354 4 2
435 849 2
793 536 2
705 840 1
501 292 1
766 247 1
923 277 2
251 283 2
358 979 1
632 192 1
199 380 2
50 652 1
541 310 2
595 405 1
570 495 2
916 199 3
91 728 1
169 105 2
303 765 1
133 761 3
827 990 2
652 526 2
446 395 2
798 901 1
616 1000 1
144 645 2
312 250 2
543 102 1
764 16 2
639 326 2
950 109 2
98 813 2
397 859 2
618 235 3
351 836 3
658 163 2
92 2 1
947 677 2
372 520 1
56 552 2
34 682 3
424 309 2
707 428 1
973 626 1
175 964 2
438 263 1
295 940 1
406 660 2
708 756 1
952 340 2
946 771 2
756 161 2
327 447 3
821 545 3
403 707 2
934 465 2
261 193 2
557 63 2
476 469 2
33 847 2
56 21 1
721 608 2
951 256 3
149 410 3
883 211 2
567 905 1
250 809 2
959 460 2
499 354 1
140 761 1
230 78 2
980 6 2
11 423 2
917 520 2
480 728 1
622 100 1
219 247 2
373 690 1
825 315 1
628 293 3
275 340 2
444 842 2
659 405 1
684 636 1
213 767 1
881 911 3
957 199 1
457 787 1
897 616 1
45 17 2
111 664 1
245 148 1
861 125 2
54 863 1
430 899 2
383 45 1
972 519 1
97 535 1
347 796 1
388 490 1
67 631 2
963 319 1
646 882 3
726 185 2
256 873 2
392 351 2
465 545 3
269 243 2
478 329 2
97 47 1
848 705 1
395 310 2
501 932 1
391 637 1
101 982 2
799 36 1
884 362 1
168 38 2
692 423 2
725 744 1
872 716 1
356 364 2
15 344 2
715 243 2
289 725 3
910 870 3
613 474 2
865 43 1
367 451 2
558 496 3
255 15 1
969 110 1
448 207 3
925 534 1
218 430 1
818 75 2
407 267 1
702 791 1
379 725 2
678 29 2
788 889 1
146 482 2
583 195 2
443 535 1
949 659 1
347 53 2
996 680 2
534 854 2
985 594 2
401 165 2
251 594 1
864 303 1
70 214 1
906 494 2
354 51 1
692 409 2
315 549 3
432 54 1
654 444 2
688 628 1
980 730 2
638 192 1
156 847 2
969 677 1
433 819 2
885 340 2
404 758 2
766 738 2
128 205 2
578 173 2
6 955 2
25 342 2
807 288 3
806 374 1
581 61 1
847 901 3
79 789 3
761 462 2
777 598 3
86 995 1
608 116 1
242 873 2
39 476 2
340 82 2
317 953 2
522 329 2
131 14 1
841 931 2
758 278 3
463 650 1
903 868 2
75 918 1
634 318 1
942 110 1
588 447 2
416 191 1
467 469 2
876 705 2
602 806 3
255 889 1
71 266 1
65 791 1
558 503 1
586 165 1
597 491 1
373 283 2
184 698 2
300 156 1
725 348 1
271 463 3
755 650 2
373 50 3
211 779 1
865 806 1
878 149 1
574 497 1
927 899 3
331 716 2
241 636 1
420 474 1
298 938 2
373 197 1
751 958 2
507 808 1
105 588 1
499 450 1
346 672 1
802 701 3
359 46 2
504 994 2
883 338 2
146 77 2
603 190 1
209 646 2
492 760 1
156 787 1
83 546 2
92 617 1
168 175 1
896 508 2
437 868 1
242 37 2
922 356 1
477 308 1
585 145 2
976 866 1
859 106 2
501 789 2
822 70 1
905 511 1
388 965 2
500 215 1
209 324 2
131 233 2
364 592 3
775 798 2
494 759 2
310 885 1
778 583 2
576 595 1
133 343 2
659 305 1
92 514 1
286 768 1
6 299 2
204 18 1
795 883 1
221 117 1
806 793 2
929 112 1
933 72 2
807 965 2
827 931 2
297 65 2
986 615 2
690 193 2
6 246 2
312 628 2
663 309 1
827 339 2
128 397 1
761 619 2
413 724 3
518 481 1
311 837 1
474 330 2
946 151 1
279 352 3
429 482 2
194 439 2
91 766 2
11 953 1
641 806 2
499 27 2
68 344 2
432 72 2
686 614 1
95 744 2
426 862 2
687 560 2
209 229 2
495 180 2
282 503 1
822 623 1
395 25 1
821 195 2
346 807 1
473 102 1
136 522 2
125 221 1
896 767 2
39 530 2
245 334 1
778 240 1
168 727 1
536 561 2
356 789 1
740 211 2
413 415 1
435 824 2
125 268 1
203 325 1
964 516 3
924 977 2
588 366 1
1 848 2
514 209 1
847 20 1
15 461 2
159 944 2
686 821 2
492 44 2
626 989 3
568 411 1
22 828 1
144 749 2
327 829 3
444 304 1
749 156 2
592 811 2
396 604 2
633 905 1
774 499 1
62 307 2
835 320 2
262 110 1
947 61 1
138 177 3
346 17 1
235 860 2
810 282 1
732 453 1
218 190 3
12 399 1
909 466 2
859 171 1
270 977 1
856 844 2
327 83 2
604 51 1
833 891 2
10 807 1
435 354 1
974 97 1
970 685 2
419 645 1
607 474 2
686 48 1
50 789 1
623 745 2
278 608 2
515 875 2
43 705 1
400 6 1
31 520 2
751 590 3
460 805 2
897 715 2
674 442 2
938 405 1
298 770 3
679 665 1
957 937 2
288 816 3
818 293 2
642 525 2
406 893 1
494 485 1
876 962 2
356 609 1
979 391 1
131 87 1
623 83 1
547 178 1
27 124 1
347 307 2
893 801 1
251 232 1
251 404 1
140 569 2
6 912 2
376 187 1
740 820 2
436 505 2
230 861 1
678 848 2
780 923 1
168 592 1
877 883 3
413 95 2
466 769 3
4 270 1
223 27 2
407 603 2
368 445 1
158 974 2
446 139 1
691 332 1
604 670 1
599 615 1
472 292 2
238 93 2
711 489 1
49 260 1
868 807 1
750 340 1
273 748 1
1 549 1
823 675 1
221 138 1
410 733 2
252 218 2
524 121 1
656 162 1
563 844 2
114 59 1
261 983 2
57 469 2
283 52 2
551 12 1
57 793 2
599 5 2
60 597 1
982 698 2
798 770 2
292 320 2
342 939 2
761 32 1
848 998 2
340 435 1
941 239 2
563 467 1
244 138 2
5 958 2
941 383 2
264 662 1
26 584 2
644 784 1
410 655 2
66 602 1
662 75 1
97 35 2
417 80 1
963 505 2
563 707 2
877 552 1
412 210 3
965 623 1
261 661 1
160 799 2
334 10 2
706 415 3
200 869 2
49 414 2
657 933 1
457 881 2
876 344 3
924 304 2
781 399 2
749 524 3
258 671 2
523 512 2
457 567 2
37 299 1
533 9 1
758 988 1
792 533 1
680 632 2
730 496 1
17 963 1
800 2 2
954 38 1
148 748 2
298 652 2
324 443 2
295 266 1
716 245 2
841 148 2
727 455 2
67 521 1
15 432 1
437 465 1
384 351 1
107 320 2
671 414 3
826 61 1
664 834 2
499 226 1
992 541 2
969 248 2
455 321 2
831 876 1
37 476 2
508 228 1
204 865 1
114 749 1
91 993 1
471 890 1
207 494 3
558 144 1
809 165 1
513 216 2
921 239 2
717 115 2
143 268 3
181 936 2
971 57 1
527 140 3
605 893 1
44 584 1
17 226 2
38 773 2
777 891 2
373 497 1
991 346 2
878 902 2
636 555 2
757 142 3
915 138 1
277 298 2
813 754 2
608 915 1
497 283 1
903 165 2
799 417 2
910 285 3
11 903 2
246 973 2
969 673 2
755 126 2
13 652 2
688 144 1
56 200 2
918 643 2
744 794 2
606 301 1
94 960 2
605 102 3
718 836 2
937 163 1
317 141 1
630 501 1
773 791 1
520 96 1
728 663 2
700 110 2
842 504 1
518 304 2
247 977 2
368 693 2
359 369 2
953 260 1
430 17 2
931 776 3
865 296 1
283 362 1
958 209 2
219 732 2
611 119 2
233 6 2
234 331 1
617 456 2
407 803 1
547 599 1
76 878 1
205 775 2
54 624 1
629 200 2
297 271 1
441 327 1
685 553 1
457 703 1
953 929 2
626 101 1
377 437 2
630 81 2
842 348 2
606 733 3
112 414 1
70 1 2
879 457 2
327 704 2
237 500 2
172 898 1
825 508 1
186 149 1
28 802 3
849 416 3
904 582 2
229 179 2
545 960 1
387 996 3
982 142 1
833 822 1
655 799 1
107 675 2
214 86 1
436 242 2
645 782 1
175 70 1
958 744 1
381 636 1
759 416 1
589 550 1
644 584 2
831 844 1
189 538 3
874 727 2
214 67 2
406 759 1
212 188 2
598 126 3
769 444 2
605 481 2
328 954 2
555 944 1
516 919 2
160 559 1
557 193 1
904 557 1
190 709 1
101 316 2
378 380 2
296 22 3
860 173 3
301 125 1
817 374 1
968 456 2
454 900 3
87 616 3
324 956 2
891 267 2
781 23 2
528 322 3
115 412 3
902 72 2
917 298 2
334 518 2
367 38 1
411 324 1
585 779 2
747 480 2
966 509 2
836 723 2
488 460 1
46 681 1
9 902 2
537 786 1
202 432 1
252 37 2
420 39 2
932 169 2
645 602 2
387 158 1
400 351 1
448 611 1
418 261 2
287 16 2
759 670 2
625 857 2
584 735 2
341 599 3
241 332 1
297 631 2
299 376 2
290 476 1
521 681 2
169 123 1
966 344 1
212 108 2
900 910 2
788 449 1
999 782 2
802 882 1
648 379 3
625 324 1
697 430 2
879 857 3
102 166 1
341 193 1
316 40 2
647 399 2
457 478 1
717 943 2
739 915 3
678 913 1
66 638 3
45 686 2
983 977 2
785 839 1
468 874 1
893 23 1
93 595 2
622 619 2
514 566 1
562 758 1
142 702 2
775 209 2
833 851 1
216 717 1
860 265 1
358 983 2
53 277 2
526 236 1
411 889 1
494 314 1
434 588 1
611 518 2
20 714 2
988 43 1
288 891 1
76 383 1
675 289 1
819 606 1
305 734 1
510 816 2
970 228 1
220 274 2
965 895 1
562 216 2
198 27 2
983 353 2
347 611 2
618 729 1
752 893 3
80 921 2
262 207 2
490 385 3
778 97 1
713 370 1
806 243 2
605 943 2
769 611 1
900 566 1
531 261 1
931 401 1
652 492 2
37 593 1
888 483 2
771 258 2
364 81 1
818 277 2
908 135 2
684 787 1
240 494 1
148 236 2
497 964 1
744 626 3
983 909 1
944 239 1
7 212 2
655 458 1
487 508 1
737 431 3
492 464 2
22 356 2
738 114 1
685 270 1
765 243 2
471 897 1
187 884 1
842 562 3
902 932 1
666 244 2
511 68 2
754 639 1
504 292 2
102 239 2
43 845 1
412 462 1
376 835 1
998 772 2
963 946 3
204 165 1
40 930 2
411 132 2
388 852 1
292 29 2
254 842 1
283 761 1
806 474 2
971 974 2
348 285 3
904 889 2
761 721 2
942 436 1
745 528 1
161 468 3
637 94 1
305 520 1
915 986 1
774 205 2
213 924 1
628 487 1
42 738 1
178 965 2
251 203 3
282 505 1
36 873 2
229 548 1
633 632 3
590 452 2
121 264 2
543 206 1
945 604 1
991 537 1
906 965 2
795 473 2
6 724 2
531 447 2
229 934 1
944 528 2
124 962 2
421 487 2
846 530 1
707 553 2
372 2 2
250 767 2
251 971 1
58 923 2
738 406 2
535 220 2
812 939 2
577 634 1
358 863 2
185 393 1
897 556 1
860 986 1
597 144 1
232 433 1
645 584 1
564 229 1
63 247 2
987 351 2
349 279 2
377 798 3
149 303 2
516 600 1
714 250 1
383 224 2
55 599 1
664 406 2
418 725 3
866 844 1
74 690 1
802 219 1
534 384 2
92 155 2
337 252 1
470 322 2
113 294 2
896 384 2
552 117 1
873 601 3
157 279 1
226 729 1
485 47 2
258 380 2
467 687 2
169 158 2
496 462 1
419 430 1
254 55 1
29 393 1
511 581 2
696 405 2
493 815 2
676 797 1
250 55 1
283 393 1
596 777 1
922 965 3
934 90 2
731 149 2
414 130 2
585 432 1
481 649 1
950 380 1
415 361 1
368 297 2
208 534 2
245 427 1
500 860 2
800 640 2
708 489 2
687 795 2
20 685 1
194 623 2
65 662 1
366 269 1
619 393 2
476 671 1
977 849 3
149 533 2
206 901 3
122 108 2
126 57 2
616 160 2
77 966 2
560 514 3
872 368 1
676 107 3
876 58 1
10 308 2
722 12 2
653 440 1
603 448 1
711 147 3
55 33 2
289 3 2
762 973 2
605 727 2
114 170 2
736 124 1
559 732 1
170 942 2
306 177 3
564 172 1
278 966 2
9 145 2
881 201 1
314 810 1
792 807 1
236 93 3
367 276 1
186 267 2
681 489 1
2 158 1
651 673 1
810 162 2
116 467 2
903 222 2
612 736 2
145 651 2
673 529 1
809 705 2
185 261 1
493 617 3
833 61 1
165 175 2
979 872 2
622 567 2
740 360 1
809 76 1
867 53 3
365 958 3
336 556 1
528 383 2
419 563 2
441 825 3
72 855 1
591 399 2
703 82 3
253 600 1
154 108 2
227 53 2
853 253 2
868 102 1
243 19 1
169 30 2
446 783 1
344 673 2
479 827 1
246 838 1
681 429 2
604 580 2
625 175 1
949 178 1
603 682 1
25 361 1
736 682 1
956 390 2
174 497 2
399 701 3
188 861 2
567 322 2
966 911 2
522 326 1
665 60 1
411 927 1
869 335 2
44 48 2
447 752 3
481 66 2
610 334 2
115 812 2
856 470 1
74 904 1
750 746 3
897 578 3
658 752 2
736 309 1
834 142 2
753 279 1
279 283 1
628 434 1
594 949 1
597 519 1
301 562 2
641 810 2
149 415 2
451 104 2
486 25 2
787 424 2
760 39 1
891 685 2
458 79 1
374 840 2
440 44 2
952 778 1
989 336 2
815 541 1
420 407 1
178 953 2
597 391 2
70 767 2
572 171 2
335 459 3
109 915 2
145 829 2
465 423 1
500 743 1
643 653 1
4 594 1
542 3 3
299 547 2
678 391 2
171 144 3
460 704 3
828 572 1
749 858 1
806 653 1
924 571 2
349 513 1
166 979 1
551 565 1
205 647 2
502 538 1
122 289 3
257 164 2
599 603 1
158 873 1
5 534 1
565 222 2
533 540 2
558 618 2
834 383 1
278 480 2
537 610 2
517 389 2
252 40 2
127 761 2
69 362 2
867 504 2
945 678 3
819 628 1
673 379 2
867 985 1
974 414 1
905 426 1
671 667 1
374 981 2
16 114 1
648 245 2
775 4 2
125 396 2
436 51 2
861 625 1
414 210 1
193 773 2
664 468 1
471 6 1
835 191 2
656 350 2
242 887 2
34 983 2
877 897 2
489 624 2
173 649 1
889 405 3
724 499 3
313 230 2
471 19 1
400 51 2
680 985 1
749 33 1
887 813 2
378 785 1
875 296 2
546 886 1
86 935 2
632 503 2
475 255 1
323 1000 2
57 257 1
449 435 2
576 196 2
558 861 2
966 751 2
865 136 1
526 174 1
889 371 1
225 654 1
232 144 2
979 440 3
939 399 1
761 342 1
347 847 1
872 187 2
294 762 1
983 209 2
854 807 1
799 431 1
689 166 1
13 310 1
942 177 3
378 429 1
640 665 2
84 292 1
283 959 2
436 553 3
618 955 1
644 482 2
869 682 2
539 993 2
216 202 3
31 592 1
883 60 1
964 692 1
159 232 2
912 535 1
929 44 1
673 241 2
758 598 2
697 612 1
347 524 2
780 842 2
163 238 1
550 898 1
342 974 1
233 497 1
207 554 2
675 978 1
846 713 1
592 571 2
295 581 1
92 11 1
616 392 1
52 431 3
309 275 1
494 870 2
486 731 1
177 304 3
279 236 2
983 223 1
220 317 2
144 986 1
323 508 1
537 169 2
997 615 1
924 954 2
659 929 1
961 621 1
66 465 1
694 801 3
812 337 1
356 388 2
108 497 2
945 235 2
842 719 3
2 295 1
701 28 1
161 100 2
551 735 1
317 12 1
169 787 1
979 439 2
34 613 2
715 235 2
810 324 2
785 185 2
759 620 1
413 80 2
119 908 2
374 874 1
824 239 2
5 777 1
939 335 1
596 448 2
641 941 2
299 609 2
347 136 2
518 258 1
163 123 1
215 700 2
432 848 1
320 721 2
95 288 2
392 126 2
723 841 3
157 96 1
407 308 2
994 107 2
479 748 2
927 767 2
484 410 1
628 276 1
429 52 3
396 62 2
208 226 2
802 332 2
422 746 1
679 908 1
793 982 2
90 660 1
146 553 1
58 436 2
847 52 1
56 736 2
546 164 1
274 121 1
717 355 3
231 324 1
145 328 1
500 268 1
55 154 1
889 825 1
261 396 1
642 703 2
800 3 1
544 326 3
994 465 2
899 253 2
606 850 1
338 23 3
739 346 3
756 246 1
608 686 3
614 755 1
227 911 2
776 146 1
713 44 2
711 589 1
409 603 3
726 16 2
399 928 2
956 864 2
159 77 2
468 436 2
116 363 1
604 778 1
55 778 1
287 899 1
164 143 1
998 794 2
789 550 1
212 109 1
706 298 2
411 7 1
312 233 1
76 971 2
432 496 1
920 268 2
777 363 1
810 64 2
25 360 2
864 393 1
454 534 1
324 730 3
188 932 2
274 503 1
870 68 1
301 607 1
879 198 1
856 191 1
913 272 2
867 67 1
991 4 2
797 171 3
256 857 2
300 630 2
919 992 1
210 424 3
581 51 2
651 110 2
744 162 1
510 351 1
414 118 2
562 109 2
487 697 1
85 111 1
185 139 2
982 634 2
1000 947 1
223 644 1
748 34 1
835 70 2
444 495 1
882 963 1
810 54 2
84 632 2
147 745 2
855 309 2
299 586 1
836 422 2
319 470 2
498 117 1
693 871 2
381 693 3
647 452 2
390 507 3
157 978 3
481 132 1
386 45 1
704 710 2
877 745 3
353 968 1
190 672 3
983 90 1
82 408 1
732 366 1
872 132 2
672 252 1
15 844 2
483 849 1
707 569 2
929 640 2
670 45 2
897 10 1
113 898 1
270 746 1
427 532 2
745 247 2
357 554 1
304 1000 1
15 312 2
289 377 1
754 968 3
702 317 3
201 374 2
854 378 3
663 949 2
160 788 1
506 394 2
628 26 2
850 918 1
760 621 2
146 52 3
83 386 2
931 848 2
857 952 2
519 633 1
922 444 2
389 430 1
353 570 1
725 688 1
915 759 2
404 562 2
368 97 3
548 186 1
551 312 1
732 3 2
847 418 1
399 505 2
251 332 1
291 277 1
651 819 2
388 638 1
969 480 1
831 729 2
707 123 2
407 551 1
10 765 1
376 32 2
30 341 2
805 778 2
580 384 2
78 746 1
445 180 2
920 704 1
766 328 3
417 688 1
938 327 3
521 696 3
198 448 2
373 193 1
868 740 1
228 82 2
354 439 2
431 311 2
434 243 1
270 878 2
482 556 2
814 711 1
22 450 2
885 6 2
772 86 2
691 88 1
434 180 2
400 101 2
921 495 2
861 351 3
572 265 1
311 736 1
364 573 1
263 72 2
394 347 2
717 601 1
741 915 2
243 668 2
423 760 2
948 651 2
806 462 1
586 459 2
485 683 1
682 196 2
163 3 3
597 894 1
292 972 1
130 590 2
990 34 2
191 410 1
359 324 2
636 645 2
712 52 1
110 548 2
863 945 2
48 338 2
174 626 1
746 139 3
105 540 1
161 985 2
391 642 1
898 504 1
281 717 1
44 785 2
843 527 2
663 583 2
277 885 1
860 224 1
100 505 1
47 260 2
174 473 2
316 800 2
54 102 2
212 847 2
168 171 1
73 941 1
557 716 1
897 165 3
495 94 2
410 423 1
290 138 1
315 219 1
606 135 2
52 794 2
272 828 2
460 864 2
79 690 1
477 692 1
543 318 1
87 780 1
830 651 2
811 236 1
233 604 2
606 145 1
73 769 2
177 568 2
873 372 1
555 27 2
127 845 1
417 474 1
890 849 1
326 943 1
622 693 1
98 163 1
3 22 2
232 470 3
392 22 1
627 791 2
866 294 2
390 350 2
270 806 1
945 883 1
338 934 3
520 68 2
687 758 2
410 300 1
380 475 1
525 526 1
904 308 3
404 659 2
227 393 1
742 232 2
229 409 1
130 669 3
598 151 2
637 431 2
696 666 1
649 341 2
332 486 2
172 866 2
110 897 2
493 43 2
530 688 3
224 822 1
185 108 1
122 321 2
451 792 2
166 771 3
255 259 1
246 798 3
808 891 1
537 554 2
15 932 2
967 23 3
982 415 2
459 242 2
542 167 1
176 228 2
956 378 1
100 298 1
983 153 2
851 525 2
388 20 2
949 347 1
880 663 2
521 677 1
962 432 1
512 377 1
662 28 2
713 541 1
868 66 3
362 533 2
704 749 1
279 422 2
171 399 1
541 375 1
429 167 2
512 332 1
768 257 2
732 686 1
227 170 1
427 152 2
463 477 2
884 683 1
174 428 2
243 535 3
656 755 1
679 991 2
151 97 2
856 270 2
101 296 2
646 387 2
860 163 1
236 252 2
197 964 2
479 485 1
224 700 1
222 710 1
458 355 2
909 310 3
790 849 2
160 381 1
36 380 1
52 741 2
108 118 1
335 638 1
655 418 3
840 235 2
133 721 2
803 765 1
301 556 2
327 290 2
712 190 1
141 540 2
325 911 1
702 219 3
83 789 1
48 105 1
766 216 1
488 439 1
487 738 1
403 954 2
624 926 1
869 324 2
147 590 3
610 457 2
34 982 1
234 798 1
90 290 1
759 567 1
76 925 2
18 751 2
135 766 1
484 950 2
785 174 2
209 471 2
118 972 2
554 605 1
915 938 2
904 691 2
830 499 2
257 799 3
311 310 2
786 243 2
562 138 1
552 185 2
783 676 2
143 886 1
745 87 1
665 573 2
470 244 2
656 548 2
778 893 2
299 770 2
943 309 2
631 680 1
600 842 3
186 89 2
15 865 1
18 999 2
886 137 1
288 812 1
149 841 2
645 796 1
180 339 1
294 141 1
234 111 2
274 845 1
427 797 1
930 739 2
548 59 1
457 176 2
6 387 1
613 631 2
823 720 2
579 609 1
653 17 2
63 709 3
367 504 2
343 938 1
283 600 2
257 850 1
959 549 3
559 986 1
264 513 3
489 289 2
359 200 1
15 707 1
844 260 2
431 535 2
228 455 2
195 946 3
714 75 1
389 507 1
604 438 2
608 884 1
565 177 1
987 574 3
846 588 2
152 674 2
696 488 2
973 665 1
830 384 1
82 169 1
528 592 2
118 575 1
422 686 1
423 131 2
700 898 1
841 276 1
411 692 1
875 274 1
65 58 2
320 95 1
235 441 2
